"loc","long","lat","year","month","cki_1","sii_1","si_1","ckii_1","cki_2","sii_2","si_2","ckii_2","cki_3","sii_3","si_3","ckii_3","cki_4","sii_4","si_4","ckii_4","cki_5","sii_5","si_5","ckii_5","cki_6","sii_6","si_6","ckii_6","cki_7","sii_7","si_7","ckii_7","cki_8","sii_8","si_8","ckii_8","cki_9","sii_9","si_9","ckii_9","cki_10","sii_10","si_10","ckii_10","cki_11","sii_11","si_11","ckii_11","cki_12","sii_12","si_12","ckii_12"
"중랑구","127.095157","37.595194","2010","11",0.503333333333333,0.503333333333333,4.45379460716622,2.51666666666667,0.4,0.4,4.98569191074933,2.095,0.41,0.41,4.08284595537467,2.055,0.62,0.62,3.44,3.23,0.69,0.69,3.455,3.435,0.595,0.595,3.335,2.95,0.49,0.49,4.98569191074933,2.475,0.663333333333333,0.663333333333333,4.05523063691644,3.47,0.67,0.67,4.10189730358311,3.44333333333333,0.576666666666667,0.576666666666667,4.15856397024978,3.04,0.576666666666667,0.576666666666667,3.83856397024978,2.92666666666667,0.576666666666667,0.576666666666667,4.33712794049955,2.89
"중랑구","127.095157","37.595194","2010","12",0.635,0.635,3.96284595537467,2.705,0.443333333333333,0.443333333333333,4.28379460716622,1.88666666666667,0.523333333333333,0.523333333333333,3.56523063691644,2.21333333333333,0.573333333333333,0.573333333333333,3.64189730358311,2.48666666666667,0.45,0.45,4.27712794049955,1.90666666666667,0.403333333333333,0.403333333333333,4.26712794049955,1.72,0.51,0.51,4.24379460716622,2.16,0.47,0.47,3.62189730358311,2.01,0.47,0.47,3.90784595537467,2.005,0.64,0.64,2.86,2.705,0.555,0.555,3.88284595537467,2.35,0.56,0.56,3.95784595537467,2.4
"중랑구","127.095157","37.595194","2011","01",0.63,0.63,4.98569191074933,2.98,0.646666666666667,0.646666666666667,4.55046127383289,3.12,0.713333333333333,0.713333333333333,4.32712794049955,3.39666666666667,0.673333333333333,0.673333333333333,4.59712794049955,3.23666666666667,0.595,0.595,4.16784595537467,2.785,0.675,0.675,4.98569191074933,3.15,0.695,0.695,4.98569191074933,3.255,0.315,0.315,4.98569191074933,1.46,0.645,0.645,4.98569191074933,3.07,0.623333333333333,0.623333333333333,4.60046127383289,2.88666666666667,0.67,0.67,3.94189730358311,3.11333333333333,0.63,0.63,4.98569191074933,2.95
"중랑구","127.095157","37.595194","2011","02",0.7,0.7,4.355,4.215,0.63,0.63,4.82284595537467,3.915,0.63,0.63,4.425,3.89,0.69,0.69,4.63784595537467,4.26,0.666666666666667,0.666666666666667,4.96046127383289,3.99666666666667,0.653333333333333,0.653333333333333,4.61379460716622,3.96333333333333,0.446666666666667,0.446666666666667,4.77046127383289,2.62333333333333,0.403333333333333,0.403333333333333,4.98569191074933,2.46333333333333,0.61,0.61,4.98569191074933,3.59,0.52,0.52,4.73784595537466,3.125,0.605,0.605,4.76784595537467,3.705,0.685,0.685,4.98569191074933,4.265
"중랑구","127.095157","37.595194","2011","03",0.653333333333333,0.653333333333333,5.28712794049955,5.28666666666667,0.676666666666667,0.676666666666667,5.78523063691644,5.46333333333333,0.673333333333333,0.673333333333333,5.60189730358311,5.47,0.62,0.62,5.26284595537467,4.815,0.665,0.665,4.98569191074933,5.2,0.705,0.705,4.98569191074933,5.74,0.725,0.725,5.87,5.78,0.595,0.595,5.26284595537467,4.895,0.603333333333333,0.603333333333333,5.41379460716622,4.71333333333333,0.606666666666667,0.606666666666667,5.45856397024978,4.77666666666667,0.64,0.64,5.03379460716622,5.08333333333333,0.673333333333333,0.673333333333333,5.39523063691644,5.32
"중랑구","127.095157","37.595194","2011","04",0.395,0.395,4.98569191074933,3.85,0.72,0.72,7.195,7.115,0.71,0.71,7.195,7.055,0.68,0.68,6.99333333333333,6.58666666666667,0.426666666666667,0.426666666666667,4.98569191074933,4.14666666666667,0.49,0.49,6.01523063691644,4.80666666666667,0.706666666666667,0.706666666666667,7.16333333333333,6.99,0.583333333333333,0.583333333333333,6.40856397024978,5.58,0.296666666666667,0.296666666666667,4.98569191074933,2.91333333333333,0.445,0.445,6.05784595537467,4.47,0.695,0.695,5.87784595537467,6.79,0.54,0.54,5.90284595537467,5.29
"중랑구","127.095157","37.595194","2011","05",0.653333333333333,0.653333333333333,6.98189730358311,7.28666666666667,0.696666666666667,0.696666666666667,7.83,7.63666666666667,0.43,0.43,4.98569191074933,4.86,0.406666666666667,0.406666666666667,4.98569191074933,4.52,0.395,0.395,4.98569191074933,4.365,0.17,0.17,4.98569191074933,1.88,0.365,0.365,4.98569191074933,4.165,0.45,0.45,6.66284595537467,4.98,0.595,0.595,6.28284595537466,6.705,0.603333333333333,0.603333333333333,5.97379460716622,6.53333333333333,0.58,0.58,6.00712794049955,6.27333333333333,0.7,0.7,6.84523063691644,7.66
"중랑구","127.095157","37.595194","2011","06",0.525,0.525,6.52284595537466,6.07,0.245,0.245,4.98569191074933,2.87,0.4,0.4,6.49284595537467,4.53,0.45,0.45,4.98569191074933,5.3,0.406666666666667,0.406666666666667,4.98569191074933,4.71666666666667,0.5,0.5,6.01712794049955,5.74666666666667,0.456666666666667,0.456666666666667,5.96712794049955,5.39333333333333,0.6,0.6,5.99046127383289,6.88,0.45,0.45,6.99523063691644,5.26333333333333,0.5,0.5,4.98569191074933,5.71,0.585,0.585,4.98569191074933,6.765,0.64,0.64,6.46284595537467,7.355
"중랑구","127.095157","37.595194","2011","07",0.16,0.16,4.98569191074933,1.77333333333333,0.366666666666667,0.366666666666667,5.97712794049955,4.28,0.5,0.5,4.98569191074933,5.65,0.52,0.52,4.98569191074933,5.81666666666667,0.32,0.32,5.80046127383289,3.56666666666667,0.475,0.475,6.22784595537467,5.39,0.5,0.5,4.98569191074933,5.585,0.34,0.34,4.98569191074933,3.875,0.285,0.285,4.98569191074933,3.205,0.295,0.295,4.98569191074933,3.325,0.386666666666667,0.386666666666667,4.98569191074933,4.38,0.223333333333333,0.223333333333333,4.98569191074933,2.55
"중랑구","127.095157","37.595194","2011","08",0.27,0.27,4.98569191074933,2.755,0.535,0.535,5.90784595537466,5.375,0.455,0.455,4.98569191074933,4.615,0.55,0.55,6.00284595537467,5.505,0.375,0.375,4.98569191074933,3.83,0.393333333333333,0.393333333333333,5.51712794049955,3.98,0.426666666666667,0.426666666666667,4.98569191074933,4.38666666666667,0.353333333333333,0.353333333333333,5.53379460716622,3.58666666666667,0.296666666666667,0.296666666666667,4.98569191074933,2.93666666666667,0.433333333333333,0.433333333333333,5.66712794049955,4.44,0.433333333333333,0.433333333333333,4.98569191074933,4.43,0.476666666666667,0.476666666666667,4.98569191074933,4.89
"중랑구","127.095157","37.595194","2011","09",0.626666666666667,0.626666666666667,5.90666666666667,5.57,0.583333333333333,0.583333333333333,5.17712794049955,5.07,0.623333333333333,0.623333333333333,5.62523063691644,5.46,0.513333333333333,0.513333333333333,5.42046127383289,4.51666666666667,0.44,0.44,5.44712794049955,3.94333333333333,0.646666666666667,0.646666666666667,5.63523063691644,5.43,0.375,0.375,4.98569191074933,3.395,0.53,0.53,4.98569191074933,4.58,0.445,0.445,4.98569191074933,3.81,0.515,0.515,5.36784595537467,4.39,0.475,0.475,5.33784595537467,3.975,0.535,0.535,5.30784595537467,4.55
"중랑구","127.095157","37.595194","2011","10",0.68,0.68,4.86856397024978,4.51,0.655,0.655,5.07284595537467,4.455,0.49,0.49,4.98569191074933,3.355,0.52,0.52,4.98569191074933,3.545,0.59,0.59,4.93784595537466,4.015,0.245,0.245,4.98569191074933,1.665,0.676666666666667,0.676666666666667,4.91189730358311,4.72333333333333,0.526666666666667,0.526666666666667,4.75046127383289,3.58666666666667,0.536666666666667,0.536666666666667,5.11379460716622,3.63,0.666666666666667,0.666666666666667,5.07046127383289,4.47,0.58,0.58,4.88046127383289,3.98333333333333,0.686666666666667,0.686666666666667,4.70666666666667,4.57666666666667
"중랑구","127.095157","37.595194","2011","11",0.595,0.595,4.09784595537467,2.96,0.646666666666667,0.646666666666667,4.06856397024978,3.38333333333333,0.51,0.51,4.49379460716622,2.7,0.526666666666667,0.526666666666667,4.51046127383289,2.74666666666667,0.37,0.37,4.98569191074933,1.91333333333333,0.37,0.37,4.98569191074933,1.93666666666667,0.273333333333333,0.273333333333333,4.98569191074933,1.4,0.525,0.525,4.98569191074933,2.75,0.615,0.615,4.15784595537466,3.235,0.61,0.61,4.14284595537467,3.115,0.365,0.365,4.98569191074933,1.85,0.28,0.28,4.98569191074933,1.38
"중랑구","127.095157","37.595194","2011","12",0.643333333333333,0.643333333333333,4.26712794049955,2.73666666666667,0.46,0.46,4.24712794049955,1.97666666666667,0.575,0.575,2.825,2.46,0.51,0.51,4.98569191074933,2.15,0.625,0.625,3.92784595537467,2.61,0.54,0.54,3.89784595537466,2.305,0.635,0.635,3.90284595537466,2.69,0.66,0.66,3.64523063691644,2.81666666666667,0.46,0.46,4.27379460716622,1.97,0.616666666666667,0.616666666666667,4.27712794049955,2.65333333333333,0.546666666666667,0.546666666666667,4.98569191074933,2.33333333333333,0.656666666666667,0.656666666666667,3.63523063691644,2.79333333333333
"중랑구","127.095157","37.595194","2012","01",0.485,0.485,4.98569191074933,2.2,0.675,0.675,3.235,3.185,0.705,0.705,3.31,3.31,0.67,0.67,3.27,3.115,0.556666666666667,0.556666666666667,4.50712794049955,2.59666666666667,0.62,0.62,3.67523063691644,2.88666666666667,0.503333333333333,0.503333333333333,4.98569191074933,2.32,0.656666666666667,0.656666666666667,3.23,3.12,0.61,0.61,3.87523063691644,2.90666666666667,0.68,0.68,3.89523063691644,3.21,0.506666666666667,0.506666666666667,4.32712794049955,2.41333333333333,0.425,0.425,4.98569191074933,1.945
"중랑구","127.095157","37.595194","2012","02",0.606666666666667,0.606666666666667,4.34856397024978,3.67333333333333,0.68,0.68,4.41666666666667,4.15333333333333,0.604382383577653,0.604382383577653,4.43189730358311,3.90808725826245,0.683333333333333,0.683333333333333,4.43856397024978,4.27333333333333,0.63,0.63,4.78284595537466,3.81,0.7,0.7,4.355,4.31,0.685,0.685,4.53284595537466,4.14,0.53,0.53,4.98569191074933,3.23,0.615,0.615,4.98569191074933,3.755,0.645,0.645,4.59784595537467,4.085,0.61,0.61,4.58784595537467,3.84,0.49,0.49,4.60379460716622,2.93
"중랑구","127.095157","37.595194","2012","03",0.6,0.6,5.57784595537466,4.82,0.52,0.52,4.98569191074933,4.125,0.42,0.42,4.98569191074933,3.37,0.61,0.61,5.33784595537467,4.95,0.633333333333333,0.633333333333333,5.19523063691644,4.97333333333333,0.44,0.44,5.43046127383289,3.56,0.6,0.6,5.26712794049955,4.80666666666667,0.52,0.52,4.98569191074933,4.22333333333333,0.396666666666667,0.396666666666667,4.98569191074933,3.29666666666667,0.346666666666667,0.346666666666667,4.98569191074933,2.84333333333333,0.59,0.59,4.98569191074933,4.84,0.605,0.605,5.52784595537467,4.92
"중랑구","127.095157","37.595194","2012","04",0.596666666666667,0.596666666666667,6.52523063691644,5.79666666666667,0.546666666666667,0.546666666666667,6.49856397024978,5.39333333333333,0.683333333333333,0.683333333333333,6.45189730358311,6.68,0.6,0.6,5.71046127383289,5.92666666666667,0.62,0.62,5.77712794049955,6.21333333333333,0.7,0.7,5.90784595537466,6.705,0.65,0.65,6.84,6.24,0.4,0.4,5.90784595537466,3.91,0.185,0.185,4.98569191074933,1.83,0.375,0.375,4.98569191074933,3.69,0.555,0.555,4.98569191074933,5.555,0.45,0.45,5.52046127383289,4.30333333333333
"중랑구","127.095157","37.595194","2012","05",0.66,0.66,7.795,7.34,0.69,0.69,7.84,7.735,0.58657357536648,0.58657357536648,4.98569191074933,5.80713088739368,0.515,0.515,6.47284595537467,5.765,0.44,0.44,4.98569191074933,4.95,0.586666666666667,0.586666666666667,6.02046127383289,6.57,0.426666666666667,0.426666666666667,5.75379460716622,4.73,0.543333333333333,0.543333333333333,4.98569191074933,6.03666666666667,0.63,0.63,6.78856397024978,6.84333333333333,0.513333333333333,0.513333333333333,5.88712794049955,5.75333333333333,0.556666666666667,0.556666666666667,6.91523063691644,6.16666666666667,0.596666666666667,0.596666666666667,5.89379460716622,6.75666666666667
"중랑구","127.095157","37.595194","2012","06",0.603333333333333,0.603333333333333,5.95712794049955,6.94666666666667,0.613333333333333,0.613333333333333,5.98712794049955,7.15,0.543333333333333,0.543333333333333,6.01046127383289,6.20666666666667,0.526666666666667,0.526666666666667,4.98569191074933,6.03333333333333,0.596666666666667,0.596666666666667,6.01712794049955,6.88333333333333,0.453333333333333,0.453333333333333,4.98569191074933,5.30666666666667,0.615,0.615,6.48284595537467,7.17,0.49,0.49,4.98569191074933,5.68,0.645,0.645,6.49784595537466,7.445,0.485,0.485,4.98569191074933,5.66,0.51,0.51,6.42284595537467,5.965,0.47,0.47,4.98569191074933,5.45
"중랑구","127.095157","37.595194","2012","07",0.446666666666667,0.446666666666667,4.98569191074933,4.99,0.54,0.54,4.98569191074933,6.115,0.58,0.58,4.98569191074933,6.655,0.305,0.305,4.98569191074933,3.46,0.265,0.265,4.98569191074933,2.98,0.46,0.46,4.98569191074933,5.19,0.463333333333333,0.463333333333333,4.98569191074933,5.15666666666667,0.456666666666667,0.456666666666667,4.98569191074933,5.15333333333333,0.36,0.36,4.98569191074933,4.08,0.396666666666667,0.396666666666667,4.98569191074933,4.50333333333333,0.343333333333333,0.343333333333333,4.98569191074933,3.86666666666667,0.293333333333333,0.293333333333333,4.98569191074933,3.25
"중랑구","127.095157","37.595194","2012","08",0.235,0.235,4.98569191074933,2.365,0.486666666666667,0.486666666666667,4.98569191074933,5.05,0.56,0.56,4.98569191074933,5.76333333333333,0.386666666666667,0.386666666666667,4.98569191074933,4.01333333333333,0.356666666666667,0.356666666666667,4.98569191074933,3.77,0.546666666666667,0.546666666666667,5.72379460716622,5.54666666666667,0.313333333333333,0.313333333333333,4.98569191074933,3.27333333333333,0.533333333333333,0.533333333333333,5.48379460716622,5.40333333333333,0.435,0.435,6.06284595537466,4.65,0.425,0.425,4.98569191074933,4.39,0.275,0.275,4.98569191074933,2.8,0.325,0.325,4.98569191074933,3.33
"중랑구","127.095157","37.595194","2012","09",0.386666666666667,0.386666666666667,4.98569191074933,3.32,0.616666666666667,0.616666666666667,5.44046127383289,5.26333333333333,0.485,0.485,5.61284595537466,4.3,0.47,0.47,4.98569191074933,4.08,0.48,0.48,4.98569191074933,4.095,0.58,0.58,4.98569191074933,4.935,0.635,0.635,5.25784595537467,5.465,0.54,0.54,5.24284595537467,4.475,0.463333333333333,0.463333333333333,5.17046127383289,4.01,0.456666666666667,0.456666666666667,4.98569191074933,4.01333333333333,0.47,0.47,4.98569191074933,4.10666666666667,0.256666666666667,0.256666666666667,4.98569191074933,2.20666666666667
"중랑구","127.095157","37.595194","2012","10",0.685,0.685,4.66,4.58,0.55,0.55,4.88284595537467,3.615,0.583333333333333,0.583333333333333,4.98569191074933,4.11,0.636666666666667,0.636666666666667,4.58189730358311,4.34333333333333,0.486666666666667,0.486666666666667,4.89712794049955,3.44333333333333,0.656666666666667,0.656666666666667,4.55,4.40666666666667,0.59,0.59,4.98569191074933,3.88666666666667,0.643333333333333,0.643333333333333,4.55523063691644,4.28,0.63,0.63,4.46666666666667,4.13,0.635,0.635,4.66284595537467,4.37,0.545,0.545,4.98569191074933,3.665,0.22,0.22,4.98569191074933,1.55
"중랑구","127.095157","37.595194","2012","11",0.29,0.29,4.98569191074933,1.45,0.466666666666667,0.466666666666667,4.35379460716622,2.26,0.476666666666667,0.476666666666667,3.78523063691644,2.31333333333333,0.465,0.465,4.98569191074933,2.435,0.465,0.465,4.14784595537466,2.36,0.555,0.555,4.32284595537467,2.835,0.59,0.59,3.335,2.97,0.295,0.295,4.98569191074933,1.445,0.465,0.465,4.11784595537467,2.245,0.53,0.53,4.03856397024978,2.81,0.653333333333333,0.653333333333333,3.5,3.39666666666667,0.693333333333333,0.693333333333333,3.47333333333333,3.46333333333333
"중랑구","127.095157","37.595194","2012","12",0.47,0.47,3.94784595537467,2,0.61,0.61,3.94284595537466,2.54,0.63,0.63,2.895,2.67,0.613333333333333,0.613333333333333,2.89666666666667,2.64333333333333,0.45,0.45,4.29046127383289,1.94666666666667,0.38,0.38,4.28046127383289,1.59333333333333,0.453333333333333,0.453333333333333,4.32046127383289,1.96,0.333333333333333,0.333333333333333,4.98569191074933,1.40333333333333,0.566666666666667,0.566666666666667,3.60523063691644,2.42333333333333,0.483333333333333,0.483333333333333,3.57856397024978,2.06,0.575,0.575,3.96284595537467,2.425,0.405,0.405,3.95284595537467,1.725
"중랑구","127.095157","37.595194","2013","01",0.573333333333333,0.573333333333333,4.21712794049955,2.67,0.56,0.56,4.22712794049955,2.60333333333333,0.483333333333333,0.483333333333333,4.24046127383289,2.24333333333333,0.47,0.47,4.98569191074933,2.21,0.51,0.51,4.32712794049955,2.37333333333333,0.556666666666667,0.556666666666667,4.98569191074933,2.70666666666667,0.505,0.505,4.98569191074933,2.31,0.355,0.355,3.89784595537466,1.62,0.46,0.46,4.98569191074933,2.14,0.345,0.345,4.98569191074933,1.575,0.43,0.43,4.98569191074933,2.03,0.516666666666667,0.516666666666667,4.40379460716622,2.42666666666667
"중랑구","127.095157","37.595194","2013","02",0.635,0.635,4.67284595537467,3.835,0.625,0.625,4.68784595537466,3.86,0.62,0.62,4.70284595537466,3.83,0.585,0.585,4.37284595537466,3.675,0.65,0.65,4.21,4.07,0.44,0.44,4.98569191074933,2.845,0.416666666666667,0.416666666666667,4.64379460716622,2.64666666666667,0.443333333333333,0.443333333333333,4.47712794049955,2.60666666666667,0.443333333333333,0.443333333333333,4.70712794049955,2.87333333333333,0.556666666666667,0.556666666666667,4.47046127383289,3.49666666666667,0.26,0.26,4.98569191074933,1.59,0.48,0.48,4.98569191074933,2.87
"중랑구","127.095157","37.595194","2013","03",0.653333333333333,0.653333333333333,5.25,5.21666666666667,0.526666666666667,0.526666666666667,4.98569191074933,4.17666666666667,0.61,0.61,5.26189730358311,5.01333333333333,0.513333333333333,0.513333333333333,5.06379460716622,4.14333333333333,0.423333333333333,0.423333333333333,5.32046127383289,3.56333333333333,0.54,0.54,4.86284595537466,4.365,0.635,0.635,5.16,5.08,0.525,0.525,5.04784595537467,4.1,0.645,0.645,5.38,5.37,0.42,0.42,4.98569191074933,3.545,0.626666666666667,0.626666666666667,5.25712794049955,4.95666666666667,0.64,0.64,5.34189730358311,5.02333333333333
"중랑구","127.095157","37.595194","2013","04",0.38,0.38,5.54284595537466,3.705,0.63,0.63,5.88784595537467,6.075,0.59,0.59,5.88784595537467,5.88,0.375,0.375,4.98569191074933,3.685,0.625,0.625,5.87284595537466,6.325,0.433333333333333,0.433333333333333,4.98569191074933,4.18,0.493333333333333,0.493333333333333,5.49379460716622,4.86333333333333,0.46,0.46,5.93189730358311,4.44333333333333,0.456666666666667,0.456666666666667,5.31379460716622,4.36666666666667,0.493333333333333,0.493333333333333,6.06523063691644,4.98666666666667,0.433333333333333,0.433333333333333,5.67379460716622,4.47666666666667,0.65,0.65,5.81784595537466,6.335
"중랑구","127.095157","37.595194","2013","05",0.5,0.5,4.98569191074933,5.53,0.38,0.38,4.98569191074933,4.17,0.45,0.45,6.29189730358311,5.00333333333333,0.436666666666667,0.436666666666667,6.35523063691644,4.83,0.496666666666667,0.496666666666667,6.35523063691644,5.59333333333333,0.486666666666667,0.486666666666667,5.60712794049955,5.49,0.45,0.45,5.98284595537467,4.845,0.405,0.405,6.14284595537467,4.575,0.37,0.37,4.98569191074933,4.135,0.625,0.625,7.12,6.83,0.515,0.515,6.03284595537466,5.74,0.626666666666667,0.626666666666667,4.98569191074933,6.76
"중랑구","127.095157","37.595194","2013","06",0.52,0.52,5.89784595537466,6.015,0.48,0.48,4.98569191074933,5.525,0.54,0.54,6.00784595537467,6.16,0.52,0.52,5.94784595537467,5.99,0.265,0.265,4.98569191074933,3.035,0.4,0.4,4.98569191074933,4.61,0.443333333333333,0.443333333333333,4.98569191074933,5.06333333333333,0.58,0.58,6.22523063691644,6.64333333333333,0.536666666666667,0.536666666666667,6.16856397024978,6.14333333333333,0.566666666666667,0.566666666666667,5.58046127383289,6.45666666666667,0.453333333333333,0.453333333333333,5.56379460716622,5.17333333333333,0.403333333333333,0.403333333333333,6.12856397024978,4.62333333333333
"중랑구","127.095157","37.595194","2013","07",0.363333333333333,0.363333333333333,4.98569191074933,4.10666666666667,0.226666666666667,0.226666666666667,4.98569191074933,2.58666666666667,0.44,0.44,4.98569191074933,5,0.106666666666667,0.106666666666667,4.98569191074933,1.20666666666667,0.4,0.4,4.98569191074933,4.45666666666667,0.293333333333333,0.293333333333333,4.98569191074933,3.27333333333333,0.33,0.33,4.98569191074933,3.68666666666667,0.155,0.155,4.98569191074933,1.745,0.225,0.225,4.98569191074933,2.585,0.255,0.255,4.98569191074933,2.82,0.12,0.12,4.98569191074933,1.35,0.28,0.28,4.98569191074933,3.075
"중랑구","127.095157","37.595194","2013","08",0.353333333333333,0.353333333333333,4.98569191074933,3.48333333333333,0.52,0.52,5.71189730358311,5.24,0.54,0.54,4.98569191074933,5.55,0.505,0.505,5.57284595537467,5.175,0.4,0.4,4.98569191074933,4.015,0.395,0.395,4.98569191074933,4.065,0.59,0.59,6.26,6.01,0.593333333333333,0.593333333333333,5.56046127383289,6.11333333333333,0.513333333333333,0.513333333333333,5.77523063691644,5.24333333333333,0.506666666666667,0.506666666666667,5.39712794049955,5.17666666666667,0.526666666666667,0.526666666666667,4.98569191074933,5.29,0.3,0.3,4.98569191074933,3.11
"중랑구","127.095157","37.595194","2013","09",0.37,0.37,4.98569191074933,3.07,0.24,0.24,4.98569191074933,2.06,0.48,0.48,5.34379460716622,4.16666666666667,0.46,0.46,5.01712794049955,3.90333333333333,0.616666666666667,0.616666666666667,5.43523063691644,5.27333333333333,0.466666666666667,0.466666666666667,5.48189730358311,4.16,0.38,0.38,5.06046127383289,3.22333333333333,0.416666666666667,0.416666666666667,5.03712794049955,3.40333333333333,0.59,0.59,5.03284595537466,5.185,0.51,0.51,4.98569191074933,4.54,0.445,0.445,4.98569191074933,3.86,0.33,0.33,4.98569191074933,2.81
"중랑구","127.095157","37.595194","2013","10",0.546666666666667,0.546666666666667,4.60856397024978,3.67333333333333,0.56,0.56,4.16189730358311,3.65,0.443333333333333,0.443333333333333,4.47379460716622,2.82666666666667,0.345,0.345,4.98569191074933,2.2,0.6,0.6,4.08,4.005,0.58,0.58,4.035,3.94,0.57,0.57,4.35284595537467,3.78,0.59,0.59,4.005,3.985,0.603333333333333,0.603333333333333,4.19666666666667,4.11,0.564382383577653,0.564382383577653,4.63189730358311,4.16475392492912,0.486666666666667,0.486666666666667,4.90712794049955,3.33666666666667,0.556666666666667,0.556666666666667,4.65856397024978,3.75333333333333
"중랑구","127.095157","37.595194","2013","11",0.565,0.565,3.075,2.85,0.565,0.565,4.10784595537466,2.86,0.38,0.38,4.05784595537467,1.945,0.436666666666667,0.436666666666667,3.85856397024978,2.28666666666667,0.286666666666667,0.286666666666667,4.98569191074933,1.43666666666667,0.403333333333333,0.403333333333333,4.98569191074933,2.07333333333333,0.563333333333333,0.563333333333333,3.54523063691644,2.82666666666667,0.543333333333333,0.543333333333333,3.66856397024978,2.69,0.4,0.4,4.19046127383289,1.93333333333333,0.47,0.47,4.16284595537467,2.45,0.57,0.57,3.085,2.87,0.4,0.4,3.90784595537467,1.96
"중랑구","127.095157","37.595194","2013","12",0.443333333333333,0.443333333333333,4.98569191074933,1.87333333333333,0.41,0.41,4.98569191074933,1.74,0.53,0.53,3.40189730358311,2.26333333333333,0.503333333333333,0.503333333333333,4.98569191074933,2.13333333333333,0.365,0.365,4.98569191074933,1.53,0.335,0.335,4.98569191074933,1.38,0.55,0.55,4.98569191074933,2.305,0.48,0.48,3.77284595537466,2.005,0.41,0.41,4.98569191074933,1.705,0.553333333333333,0.553333333333333,4.25379460716622,2.39333333333333,0.326666666666667,0.326666666666667,4.98569191074933,1.38666666666667,0.57,0.57,4.98569191074933,2.39666666666667
"중랑구","127.095157","37.595194","2014","01",0.526666666666667,0.526666666666667,3.83856397024978,2.57,0.355,0.355,4.98569191074933,1.605,0.52,0.52,3.95784595537467,2.42,0.6,0.6,2.99,2.805,0.6,0.6,3.91284595537467,2.865,0.345,0.345,3.92284595537467,1.61,0.43,0.43,4.31046127383289,1.94,0.643333333333333,0.643333333333333,2.97666666666667,2.97666666666667,0.606666666666667,0.606666666666667,3.74856397024978,2.82333333333333,0.513333333333333,0.513333333333333,4.47046127383289,2.42666666666667,0.573333333333333,0.573333333333333,3.71523063691644,2.73666666666667,0.45,0.45,4.23379460716622,2.10333333333333
"중랑구","127.095157","37.595194","2014","02",0.545,0.545,4.69784595537467,3.45,0.443333333333333,0.443333333333333,4.83379460716622,2.82,0.41,0.41,4.85046127383289,2.62,0.593333333333333,0.593333333333333,4.52189730358311,3.67333333333333,0.543333333333333,0.543333333333333,4.53712794049955,3.32333333333333,0.55,0.55,4.29784595537467,3.255,0.5,0.5,4.98569191074933,2.94,0.535,0.535,4.60284595537467,3.255,0.37,0.37,4.98569191074933,2.275,0.495,0.495,4.68784595537466,3.065,0.58,0.58,4.68284595537467,3.605,0.625,0.625,4.115,3.945
"중랑구","127.095157","37.595194","2014","03",0.45,0.45,4.98569191074933,3.5,0.59,0.59,4.97284595537467,4.715,0.64,0.64,5.255,5.255,0.585,0.585,5.26284595537467,4.775,0.405,0.405,5.28784595537467,3.42,0.363333333333333,0.363333333333333,4.98569191074933,2.84333333333333,0.553333333333333,0.553333333333333,5.03046127383289,4.35,0.626666666666667,0.626666666666667,5.11,4.97666666666667,0.556666666666667,0.556666666666667,5.03046127383289,4.58,0.426666666666667,0.426666666666667,4.91046127383289,3.32333333333333,0.566666666666667,0.566666666666667,4.98569191074933,4.68666666666667,0.45,0.45,4.95379460716622,3.70333333333333
"중랑구","127.095157","37.595194","2014","04",0.61,0.61,5.80523063691644,5.94,0.563333333333333,0.563333333333333,5.66189730358311,5.47333333333333,0.34,0.34,5.39046127383289,3.30666666666667,0.306666666666667,0.306666666666667,4.98569191074933,2.96666666666667,0.36,0.36,4.98569191074933,3.56333333333333,0.566666666666667,0.566666666666667,5.82523063691644,5.49,0.5,0.5,5.53784595537467,4.74,0.65,0.65,6.32,6.26,0.58,0.58,5.55284595537467,5.67,0.585,0.585,5.83284595537467,5.645,0.595,0.595,6.385,5.89,0.46,0.46,5.82284595537467,4.585
"중랑구","127.095157","37.595194","2014","05",0.583333333333333,0.583333333333333,6.48523063691644,6.51,0.41,0.41,4.98569191074933,4.5,0.6,0.6,6.01284595537467,6.645,0.635,0.635,7.045,6.995,0.41,0.41,5.95784595537467,4.655,0.405,0.405,4.98569191074933,4.525,0.52,0.52,6.24523063691644,5.65666666666667,0.603333333333333,0.603333333333333,6.43856397024978,6.58,0.623333333333333,0.623333333333333,7.11666666666667,6.83333333333333,0.566666666666667,0.566666666666667,7.08333333333333,6.36333333333333,0.583333333333333,0.583333333333333,6.42856397024978,6.46666666666667,0.603333333333333,0.603333333333333,6.45189730358311,6.77666666666667
"중랑구","127.095157","37.595194","2014","06",0.44,0.44,4.98569191074933,5.075,0.4,0.4,4.98569191074933,4.58,0.386666666666667,0.386666666666667,4.98569191074933,4.44666666666667,0.403333333333333,0.403333333333333,5.68046127383289,4.67333333333333,0.463333333333333,0.463333333333333,4.98569191074933,5.34,0.353333333333333,0.353333333333333,4.98569191074933,4.06333333333333,0.503333333333333,0.503333333333333,5.60712794049955,5.77666666666667,0.31,0.31,4.98569191074933,3.56,0.36,0.36,4.98569191074933,4.2,0.43,0.43,4.98569191074933,5.005,0.43,0.43,4.98569191074933,5.015,0.315,0.315,4.98569191074933,3.6
